Page,Table,Row,Extracted_Row
21,1,11,Grand Strand Regional Medical Center | 809 82ND PKWY | MYRTLE BEACH | SC | 29572 | BDC+ | No | Hospital
21,1,12,Hilton Head Hospital | 25 HOSPITAL CENTER BLVD | HILTON HEAD ISLAND | SC | 29926 | BDC | No | Hospital
21,1,13,Lexington Medical Center | 2720 Sunset Blvd | West Columbia | SC | 29169 | BDC | No | Hospital
21,1,14,Lowcountry Outpatient Surgery Center | 93 Springview Ln | Summerville | SC | 29485 | BDC+ | No | ASC
21,1,15,Medical University Hospital | 169 ASHLEY AVE | CHARLESTON | SC | 29425 | BDC | Yes | Hospital
21,1,16,Midlands Orthopaedics Surgery | 1930 Blanding St | Columbia | SC | 29201 | BDC+ | Yes | ASC
21,1,17,MURRELLS INLET ASC LLC | 3545 HIGHWAY 17 | MURRELLS INLET | SC | 29576 | BDC | No | ASC
21,1,18,MUSC HEALTH COLUMBIA MEDICAL CTR NE | 120 GATEWAY CORPORATE BLVD | COLUMBIA | SC | 29203 | BDC+ | Yes | Hospital
21,1,19,Pelham Medical Center | 250 WESTMORELAND RD | GREER | SC | 29651 | BDC | Yes | Hospital
21,1,20,Piedmont Medical Center | 222 Herlong Ave S | Rock Hill | SC | 29732 | BDC | No | Hospital
21,1,21,Prisma Health Baptist Hospital | 1330 TAYLOR ST | COLUMBIA | SC | 29201 | BDC | No | Hospital
21,1,22,Prisma Health Baptist Parkridge Hospita | 400 PALMETTO HEALTH PKWY | COLUMBIA | SC | 29212 | BDC+ | No | Hospital
21,2,1,DESIGNATION
21,2,2,TYPE
21,3,1,CONSUMER
21,3,2,TRANSPARENCY1
21,4,1,CENTER
21,4,2,TYPE2
22,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
22,1,2,PRISMA HEALTH PATEWOOD HOSP | 175 PATEWOOD DR | GREENVILLE | SC | 29615 | BDC | No | Hospital
22,1,3,Rock Hill Hospital Piedmont Medical Net | 1000 Wellness Way | Fort Mill | SC | 29715 | BDC | No | Hospital
22,1,4,Self Regional Healthcare Otpt Svcs | 1325 SPRING ST | GREENWOOD | SC | 29646 | BDC | Yes | Hospital
22,1,5,Spartanburg Surgery Center | 391 Serpentine Dr | Spartanburg | SC | 29303 | BDC+ | Yes | ASC
22,1,6,ST FRANCIS HOSPITAL INC | 1 SAINT FRANCIS DR | GREENVILLE | SC | 29601 | BDC | No | Hospital
22,1,7,Waccamaw Community Hospital | 4070 Highway 17 | Murrells Inlet | SC | 29576 | BDC | Yes | Hospital
22,1,8,Sioux Falls Specialty Hospital | 910 E 20Th St | Sioux Falls | SD | 57105-1012 | BDC+ | Yes | Hospital
22,1,9,Ascension Saint Thomas Hospital | 4220 Harding Pike | Nashville | TN | 37205-9998 | BDC | No | Hospital
22,1,10,Ascension Saint Thomas Rutherford Hospital | 1700 Medical Center Pkwy | Murfreesboro | TN | 37129 | BDC | No | Hospital
22,1,11,Baptist Memorial Hospital Memphis | 1500 W Poplar Ave | Collierville | TN | 38017 | BDC | Yes | Hospital
22,1,12,Baptist Memorial Hospital Memphis | 6019 Walnut Grove Rd | Memphis | TN | 38120 | BDC | Yes | Hospital
22,1,13,Erlanger Health | 975 E 3rd St | CHATTANOOGA | TN | 37403-2147 | BDC+ | Yes | Hospital
22,1,14,Fort Sanders Regional Medical Center | 1901 W Clinch Ave | Knoxville | TN | 37916 | BDC | No | Hospital
22,1,15,Memorial Hospital | 2525 DeSales Ave | Chattanooga | TN | 37404 | BDC+ | No | Hospital
22,1,16,Methodist Medical Center of Oak Ridge | 990 Oak Ridge Tpke | Oak Ridge | TN | 37830 | BDC+ | No | Hospital
22,1,17,Parkridge Medical Center | 2333 McCallie Ave | Chattanooga | TN | 37404-9998 | BDC | No | Hospital
22,1,18,Parkwest Medical Center | 9352 Park West Blvd | Knoxville | TN | 37923-4387 | BDC+ | No | Hospital
22,1,19,Semmes Murphey Surgery Center | 6325 Humphreys Blvd 2nd Floor | Memphis | TN | 38120 | BDC | No | ASC
22,1,20,TriStar Stonecrest Medical Center | 200 StoneCrest Blvd | Smyrna | TN | 37167 | BDC | No | Hospital
22,1,21,TriStar Summit Medical Center | 5655 Frist Blvd | Hermitage | TN | 37076 | BDC | No | Hospital
22,1,22,University of Tennessee Medical Center | 1924 Alcoa Hwy | Knoxville | TN | 37920-9998 | BDC+ | No | Hospital
22,1,23,Ascension Seton Hays | 6001 KYLE PKWY | KYLE | TX | 78640-6112 | BDC | Yes | Hospital
22,1,24,Ascension Seton Med Center Austin | 1201 WEST 38TH STREET | AUSTIN | TX | 78705-0000 | BDC | Yes | Hospital
22,2,1,DESIGNATION
22,2,2,TYPE
22,3,1,CONSUMER
22,3,2,TRANSPARENCY1
22,4,1,CENTER
22,4,2,TYPE2
23,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
23,1,2,ASCENSION PROVIDENCE | 6901 MEDICAL PKWY | WACO | TX | 76712-7910 | BDC+ | Yes | Hospital
23,1,3,ASCENSION SETON WILLIAMSON | 201 SETON PKWY | ROUND ROCK | TX | 78665-2268 | BDC | Yes | Hospital
23,1,4,B S & W MEDICAL CENTER UPTOWN | 2727 E Lemmon Ave | Dallas | TX | 75204-2833 | BDC+ | No | Hospital
23,1,5,Baylor University Medical Center | 3500 GASTON AVE | DALLAS | TX | 75246-2017 | BDC | No | Hospital
23,1,6,BAYLOR SURGICAL HOSP LAS COLINAS | 400 Lyndon B Johnson Fwy | Irving | TX | 75063-3718 | BDC | No | Hospital
23,1,7,Bs&W Surgical Hospital Fort Worth | 1800 PARK PLACE AVE | FORT WORTH | TX | 76110-1302 | BDC | No | Hospital
23,1,8,BS&W MEDICAL CENTER FRISCO | 5601 Warren Pkwy | Frisco | TX | 75034-4069 | BDC | No | Hospital
23,1,9,BS&W MEDICAL CENTER MCKINNEY | 5252 W UNIVERSITY DR | MCKINNEY | TX | 75071-7822 | BDC | No | Hospital
23,1,10,BS&W MEDICAL CENTER ROUND ROCK | 300 UNIVERSITY BLVD | ROUND ROCK | TX | 78665-1032 | BDC+ | No | Hospital
23,1,11,BS&W TEXAS SPINE & JOINT HOSPITAL | 1814 ROSELAND BLVD | TYLER | TX | 75701-4234 | BDC+ | No | Hospital
23,1,12,Chi St Lukes Hlth Baylor Coll Med | 6720 BERTNER STREET | HOUSTON | TX | 77225-0000 | BDC+ | No | Hospital
23,1,13,Chi St Lukes The Woodlands Hsptl | 17200 ST LUKES WAY | THE WOODLANDS | TX | 77384-0000 | BDC | No | Hospital
23,1,14,Christus Mother Frances Tyler | 800 East Dawson | Tyler | TX | 75701-0000 | BDC+ | No | Hospital
23,1,15,DOCTORS HOSPITAL AT RENAISSANCE | 5501 S MCCOLL ROAD | EDINBURG | TX | 78539-0000 | BDC+ | No | Hospital
23,1,16,EMINENT MEDICAL CENTER OPERATING | 1351 W Pres George Bush Hwy | Richardson | TX | 75080-1133 | BDC | No | Hospital
23,1,17,HENDRICK MEDICAL CENTER | 1900 PINE | ABILENE | TX | 79601-0000 | BDC+ | No | Hospital
23,1,18,HOUSTON METHODIST BAYTOWN HOSP | 4401 GARTH ROAD | BAYTOWN | TX | 77521-2122 | BDC | No | Hospital
23,1,19,HOUSTON METHODIST HOSPITAL | 6565 Fannin St | Houston | TX | 77030-2703 | BDC | No | Hospital
23,1,20,HOUSTON METHODIST SUGAR LAND HOSP | 16655 Southwest Fwy | Sugar Land | TX | 77479 | BDC | No | Hospital
23,1,21,HOUSTON METHODIST THE WOODLANDS | 17201 Interstate 45 S | Shenandoah | TX | 77385 | BDC | Yes | Hospital
23,1,22,HOUSTON METHODIST WEST HOSPITAL | 18500 Katy Fwy | Houston | TX | 77094 | BDC | No | Hospital
23,1,23,HOUSTON METHODIST WILLOWBROOK | 18220 STATE HIGHWAY 249 | HOUSTON | TX | 77070-4347 | BDC | Yes | Hospital
23,2,1,DESIGNATION
23,2,2,TYPE
23,3,1,CONSUMER
23,3,2,TRANSPARENCY1
23,4,1,CENTER
23,4,2,TYPE2
24,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
24,1,2,Legent Hospital for Special Sx | 4100 MAPLESHADE LN | PLANO | TX | 75093-0012 | BDC | Yes | Hospital
24,1,3,LEGENT N HOUSTON SURGICAL HOSP | 24429 TOMBALL PKWY | TOMBALL | TX | 77375-8214 | BDC | Yes | Hospital
24,1,4,LEGENT ORTHOPEDIC HOSPITAL | 1401 E TRINITY MILLS ROAD | CARROLLTON | TX | 75006-1442 | BDC | Yes | Hospital
24,1,5,LEGENT OUTPATIENT SX AUSTIN | 3107 OAK CREEK DR | AUSTIN | TX | 78727-3025 | BDC | Yes | ASC
24,1,6,LEGENT OUTPATIENT SX CORPUS CH | 5734 SPOHN DR | CORPUS CHRISTI | TX | 78414-4116 | BDC | No | ASC
24,1,7,Medical City Dallas | 7777 Forest Ln | Dallas | TX | 75230 | BDC | No | Hospital
24,1,8,MEMORIAL HERMANN SW HOSPITAL | 7600 BEECHNUT ST | HOUSTON | TX | 77074-4302 | BDC | No | Hospital
24,1,9,Methodist Richardson Medical Ctr | 2831 E President George Bush Hwy | Richardson | TX | 75082 | BDC | No | Hospital
24,1,10,Methodist Southlake Hospital | 421 E St Highway 114 | Southlake | TX | 76092 | BDC | Yes | Hospital
24,1,11,METHODIST HOSPITAL FOR SURGERY | 17101 Dallas Parkway | Addison | TX | 75001-7103 | BDC | No | Hospital
24,1,12,METHODIST MANSFIELD MEDICAL CTR | 2700 E Broad St | Mansfield | TX | 76063-5899 | BDC+ | Yes | Hospital
24,1,13,Midland Memorial Hospital | 400 Rosalind Redfern | Midland | TX | 79701-5846 | BDC | No | Hospital
24,1,14,North Central Surgical Center | 9301 N CENTRAL EXPY STE 100 | DALLAS | TX | 75231-0802 | BDC | No | Hospital
24,1,15,NORTH CENTRAL BAPTIST HOSPITAL | 520 Madison Oak Dr | San Antonio | TX | 78258-0000 | BDC | No | Hospital
24,1,16,PHYSICIANS SURGICAL HOSPITALS LLC | 6819 Plum Creek Dr | Amarillo | TX | 79124 | BDC+ | No | Hospital
24,1,17,SOUTH TEXAS SPINE & SURGICAL HOSP | 18600 N Hardy Oaks Blvd | San Antonio | TX | 78258-0000 | BDC+ | No | Hospital
24,1,18,Texas Health Hospital Frisco | 12400 DALLAS PKWY | FRISCO | TX | 75033-4224 | BDC | No | Hospital
24,1,19,Texas Health Orthopedic Surgery | 9848 N BEACH STREET | FORT WORTH | TX | 76244-6184 | BDC | No | ASC
24,1,20,TEXAS ORTHOPEDIC HOSPITAL | 7401 SOUTH MAIN STREET | HOUSTON | TX | 77030-0000 | BDC | No | Hospital
24,1,21,Texoma Medical Center | 5016 S US Highway 75 | Denison | TX | 75020 | BDC+ | No | Hospital
24,1,22,TX Health Arlington Memorial Hosp | 800 WEST RANDOL MILL | ARLINGTON | TX | 76012-2504 | BDC | No | Hospital
24,1,23,TX Health Harris Meth Hosp SW Fw | 6100 HARRIS PARKWAY | FORT WORTH | TX | 76132-0000 | BDC | No | Hospital
24,2,1,DESIGNATION
24,2,2,TYPE
24,3,1,CONSUMER
24,3,2,TRANSPARENCY1
24,4,1,CENTER
24,4,2,TYPE2
25,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
25,1,2,TX Health Presby Hosp Rockwall | 3150 HORIZON ROAD | ROCKWALL | TX | 75032-7805 | BDC | No | Hospital
25,1,3,TX Hlth Harris Meth Southlake | 1545 East Southlake Blvd | Southlake | TX | 76092-6422 | BDC | No | Hospital
25,1,4,TX Hlth Presby Hosp Flower Mound | 4400 Long Prairie Rd | Flower Mound | TX | 75028-1892 | BDC | No | Hospital
25,1,5,TX Hlth Presbyterian Hosp Denton | 3000 N INTERSTATE 35 | DENTON | TX | 76201-5119 | BDC | No | Hospital
25,1,6,USMD Hospital at Arlington LP | 801 W Interstate 20 | Arlington | TX | 76017-5851 | BDC | No | Hospital
25,1,7,UT Southwestern University Hosp | 6201 Harry Hines Blvd | Dallas | TX | 75235 | BDC | Yes | Hospital
25,1,8,Holy Cross Hospital- Jordan Valley | 3580 W 9000 S | West Jordan | UT | 84088-8812 | BDC | No | Hospital
25,1,9,MOUNTAIN POINT MEDICAL CENTER | 3000 N Triumph Blvd | Lehi | UT | 84043-4999 | BDC+ | No | Hospital
25,1,10,OGDEN REGIONAL MEDICAL CENTER | 5475 S 500 E | Ogden | UT | 84405-6905 | BDC | No | Hospital
25,1,11,UNIVERSITY HOSPITAL | 50 N Medical Dr | Salt Lake City | UT | 84132-0001 | BDC+ | Yes | Hospital
25,1,12,Augusta Health | 78 Medical Center Dr | FISHERSVILLE | VA | 22939-2332 | BDC | Yes | Hospital
25,1,13,Bon Secours Maryview Hospital | 3636 High St | Portsmouth | VA | 23707-3236 | BDC | No | Hospital
25,1,14,Bon Secours St Francis Medical Center | 13710 St Francis Blvd | Midlothian | VA | 23114-3267 | BDC | No | Hospital
25,1,15,Bon Secours St Marys Hospital of Richmond | 5801 Bremo Rd | Richmond | VA | 23226-1907 | BDC | No | Hospital
25,1,16,Bon Secoursmemorial Regional Medical Center | 8260 Atlee Rd | Mechanicsvlle | VA | 23116-1844 | BDC | No | Hospital
25,1,17,FAIRFAX HOSPITAL | 3300 GALLOWS ROAD | Falls Church | VA | 22042 | BDC | No | Hospital
25,1,18,Martha Jefferson Hospital Sentara | 500 Martha Jefferson Dr | Charlottesville | VA | 22911-4668 | BDC+ | No | Hospital
25,1,19,Mary Immaculate Hospital | 2 Bernardine Dr | Newport News | VA | 23602-4404 | BDC+ | No | Hospital
25,1,20,Potomac Hospital Corporation of Prince William | 2300 Opitz Blvd | Woodbridge | VA | 22191-3311 | BDC | No | Hospital
25,1,21,Riverside Regional Medical Center | 500 J Clyde Morris Blvd | Newport News | VA | 23601-1929 | BDC | No | Hospital
25,1,22,Sentara Careplex Hospital | 3000 Coliseum Dr | Hampton | VA | 23666-5963 | BDC | No | Hospital
25,1,23,Sentara Obici Hospital | 2800 Godwin Blvd | Suffolk | VA | 23434-8038 | BDC | No | Hospital
25,2,1,DESIGNATION
25,2,2,TYPE
25,3,1,CONSUMER
25,3,2,TRANSPARENCY1
25,4,1,CENTER
25,4,2,TYPE2
26,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
26,1,2,Sentara Princess Anne Hospital | 2025 Glenn Mitchell Dr | Virginia Beach | VA | 23456-0178 | BDC+ | No | Hospital
26,1,3,Sentara Rmh Medical Center | 2010 Health Campus Dr | Harrisonburg | VA | 22801-8679 | BDC | No | Hospital
26,1,4,RUTLAND REGIONAL MEDICAL CENTER | 160 Allen St | Rutland | VT | 05701-0000 | BDC | No | Hospital
26,1,5,Harborview Medical Center | 325 9th Ave | Seattle | WA | 98104-2420 | BDC | Yes | Hospital
26,1,6,KING COUNTY PUBLIC HOSPITAL | 12040 NE 128Th St | Kirkland | WA | 98034-3013 | BDC+ | No | Hospital
26,1,7,LEGACY SALMON CREEK HOSPITAL | 2211 NE 139Th St | Vancouver | WA | 98686-2742 | BDC | No | Hospital
26,1,8,University of Washington Medical Center | 1959 NE Pacific St | Seattle | WA | 98195-0001 | BDC | Yes | Hospital
26,1,9,University of Washington Medical Center | 1959 NE Pacific St | Seattle | WA | 98195-0001 | BDC+ | Yes | Hospital
26,1,10,UW MEDICAL CENTER NORTHWEST | 1550 N 115Th St | Seattle | WA | 98133-8401 | BDC | Yes | Hospital
26,1,11,UW MEDICAL CENTER NORTHWEST | 1550 N 115Th St | Seattle | WA | 98133-8401 | BDC+ | No | Hospital
26,1,12,Valley Medical Center | 400 S 43Rd St | Renton | WA | 98055-5714 | BDC+ | No | Hospital
26,1,13,Aurora Baycare Medical Center | 2845 Greenbrier Rd | Green Bay | WI | 54311-6519 | BDC | No | Hospital
26,1,14,Aurora Health Care Metro | 945 N 12th St | Milwaukee | WI | 53233-1305 | BDC | No | Hospital
26,1,15,Aurora Medical Center | 10400 75th St | Kenosha | WI | 53142-7884 | BDC | No | Hospital
26,1,16,Aurora Medical Center Grafton | 975 Port Washington Rd | Grafton | WI | 53024-9201 | BDC | No | Hospital
26,1,17,Aurora Medical Center Oshkosh | 855 N Westhaven Dr | Oshkosh | WI | 54904-7668 | BDC+ | No | Hospital
26,1,18,Aurora Medical Center Summit | 36500 Aurora Dr | Summit | WI | 53066-4899 | BDC | No | Hospital
26,1,19,Aurora Medical Center Washington County | 1032 E Sumner St | Hartford | WI | 53027-1608 | BDC | No | Hospital
26,1,20,Aurora Sheboygan Memorial Medical Center | 3400 Union Ave | Sheboygan | WI | 53081-8426 | BDC | No | Hospital
26,1,21,Aurora St Lukes Medical Center | 2900 W Oklahoma Ave | Milwaukee | WI | 53215-4330 | BDC | No | Hospital
26,1,22,Aurora West Allis Medical Ctr | 8901 W Lincoln Ave | West Allis | WI | 53227-2409 | BDC | No | Hospital
26,2,1,DESIGNATION
26,2,2,TYPE
26,3,1,CONSUMER
26,3,2,TRANSPARENCY1
26,4,1,CENTER
26,4,2,TYPE2
27,1,1,PROVIDER NAME | ADDRESS | CITY | STATE | ZIP CODE | DESIGNATION TYPE | CONSUMER TRANSPARENCY1 | CENTER TYPE2
27,1,2,Community Memorial Hospital | W180N8085 Town Hall Rd | Menomonee Falls | WI | 53051-3518 | BDC | No | Hospital
27,1,3,Mayo Clinic Health System | 700 West Ave S | La Crosse | WI | 54601-4783 | BDC | No | Hospital
27,1,4,Mchs Eau Claire Luther Campus | 1221 Whipple St | Eau Claire | WI | 54703-5270 | BDC | No | Hospital
27,1,5,Orthopaedic Surgery Center | N15W28300 Golf Rd | Pewaukee | WI | 53072-4800 | BDC+ | Yes | ASC
27,1,6,Uw Health University Hospital | 4602 Eastpark Blvd | Madison | WI | 53718-2002 | BDC | Yes | Hospital
27,1,7,Uw Health University Hospital | 600 Highland Ave | Madison | WI | 53792-0001 | BDC | Yes | Hospital
27,1,8,Berkeley Medical Center | 2500 Hospital Drive | Martinsburg | WV | 25401 | BDC+ | No | Hospital
27,1,9,United Hospital Center | 327 MEDICAL PARK DRIVE | BRIDGEPORT | WV | 26330 | BDC+ | Yes | Hospital
27,1,10,West Virginia University Hospitals Inc | 1 Medical Center Drive | Morgantown | WV | 26506 | BDC | Yes | Hospital
27,1,11,Wheeling Hospital Inc | 1 Medical Park | Wheeling | WV | 26003 | BDC+ | Yes | Hospital
27,2,1,DESIGNATION
27,2,2,TYPE
27,3,1,CONSUMER
27,3,2,TRANSPARENCY1
27,4,1,CENTER
27,4,2,TYPE2
