Hospital,CCN,State,453,454,455,456,457,458,459,460,471,472,473
The Woodlands Specialty Hospital,670267,TX,"$7,128 ","$6,871 ","$7,173 ","$6,916 ","$6,856 ","$7,330 ","$6,901 ","$7,104 ","$7,066 ","$7,170 ","$7,109 "
North Houston Surgical Hospital Llc,670280,TX,"$7,262 ","$6,979 ","$7,282 ","$7,140 ","$7,492 ","$7,751 ","$7,105 ","$7,526 ","$7,139 ","$7,232 ","$7,226 "
Texas Health Hospital Mansfield,670309,TX,"$35,111 ","$33,735 ","$35,155 ","$34,548 ","$36,207 ","$37,425 ",$0 ,"$36,388 ","$34,557 ","$34,989 ","$34,942 "
Trinity Regional Hospital Sachse,670319,TX,"$8,295 ","$7,970 ","$8,305 ","$8,162 ","$8,554 ","$8,841 ","$8,122 ","$8,597 ","$8,164 ","$8,266 ","$8,255 "
Pam Rehabilitation Hospital Of Allen,673025,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Central Texas Rehabilitation Hospital,673027,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Richardson,673029,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Kate Dishman Rehab Hospital,673030,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Methodist Rehabilitation Hospital,673031,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Round Rock,673032,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Vision Park,673034,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Baylor Institute For Rehabilitation At Fort Worth,673035,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Select Rehabilitation Hospital Of Denton,673036,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Memorial Hermann Rehabilitation Hospital Katy,673038,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Abilene,673039,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Carrus Rehabilitation Hospital,673041,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Sugar Land,673042,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Dallas,673043,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of The Mid-cities,673044,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Mesquite Rehabilitation Institute,673045,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Texas Rehabilitation Hospital Of Fort Worth,673048,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
New Braunfels Regional Rehabilitation Hospital,673049,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Cypress,673050,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital The Vintage,673052,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Corpus Christi Rehabilitation Hospital,673053,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Austin,673054,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Accel Rehabilitation Hospital,673055,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Pam Rehabilitation Hospital Of Victoria,673056,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Warm Springs Rehabilitation Hospital Of Kyle,673057,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Baylor Scott & White Institute For Rehabilitation - Lakeway,673058,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
"Laredo Rehabilitation Hospital, Llc",673059,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Texas Rehabilitation Hospital Of Arlington,673060,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Pam Rehabilitation Hospital Of Clear Lake,673061,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Clearsky Rehabilitation Hospital Of Weatherford,673062,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Trustpoint Rehabilitation Hospital Of Lubbock,673063,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
"Chi St. Joseph Health Rehabilitation Hospital, An Affiliate Of Encompa",673065,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Pearland,673066,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Pam Rehabilitation Hospital Of Corpus Christi,673067,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Pam Health Rehabilitation Hospital Of Sugar Land Llc,673068,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Pam Rehabilitation Hospital Of Round Rock,673069,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
South Plains Rehabilitation Hospital An Affiliate Of Umc And Encompass,673070,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Katy,673071,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Pam Health Rehabilitation Hospital Of Houston Heights,673072,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Everest Rehabilitation Hospital Longview,673073,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Everest Rehabilitation Hospital Temple,673074,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Pam Health Rehabilitation Hospital Of El Paso,673075,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Clearsky Rehabilitation Hospital Of Flower Mound Llc,673076,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Texas Rehabilitation Hospital Of Keller,673077,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
"Shannon Rehabilitation Hospital, An Affiliate Of Encompass Health",673078,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Encompass Health Rehabilitation Hospital Of Waco,673079,TX,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
Aspire Behavioral Health Of Conroe Llc,67S093,TX,"$8,155 ","$8,847 ","$9,182 ","$7,838 ","$7,735 ","$7,851 ","$6,584 ","$7,267 ","$6,523 ","$6,491 ","$6,226 "
Methodist Hospital| Stone Oak Rehab,67T055,TX,"$13,389 ","$12,864 ","$13,406 ","$13,174 ","$13,807 ","$14,271 ","$13,110 ","$13,876 ","$13,178 ","$13,343 ","$13,324 "
